0,1
0,2
0,3
0,4
0,5
0,6
1,2
1,3
1,4
1,5
1,6
2,3
2,4
2,5
2,6
3,4
3,5
3,6
4,5
4,6
5,6
7,6
7,4
7,5
8,5
8,4
8,3
9,2
9,5
9,3
10,2
10,5
10,4
11,5
11,4
11,1
12,9
12,1
12,2
13,2
13,8
13,5
14,2
14,9
14,3
15,11
15,1
15,5
16,6
16,5
16,10
17,10
17,5
17,13
18,14
18,4
18,5
19,11
19,0
19,5
20,12
20,0
20,5
21,4
21,14
21,6
22,6
22,19
22,4
23,12
23,4
23,20
24,23
24,6
24,21
25,14
25,2
25,9
26,6
26,4
26,2
27,11
27,14
27,8
28,5
28,2
28,24
29,20
29,3
29,27
30,2
30,12
30,19
31,13
31,6
31,8
32,5
32,12
32,2
33,18
33,6
33,8
34,6
34,24
34,3
35,20
35,29
35,4
36,25
36,11
36,4
37,23
37,25
37,8
38,6
38,18
38,11
39,5
39,2
39,7
40,12
40,35
40,4
41,12
41,5
41,14
42,5
42,4
42,12
43,2
43,13
43,16
44,23
44,0
44,38
45,2
45,1
45,5
46,5
46,39
46,28
47,2
47,30
47,43
48,18
48,12
48,6
49,5
49,20
49,2
50,36
50,16
50,3
51,46
51,2
51,10
52,46
52,39
52,1
53,27
53,2
53,8
54,5
54,34
54,9
55,19
55,2
55,4
56,6
56,3
56,28
57,56
57,37
57,54
58,49
58,5
58,14
59,10
59,3
59,48
60,14
60,5
60,10
61,9
61,56
61,3
62,12
62,18
62,5
63,16
63,6
63,56
64,42
64,2
64,9
65,63
65,40
65,4
66,1
66,29
66,13
67,10
67,33
67,41
68,29
68,18
68,3
69,63
69,16
69,46
70,20
70,14
70,18
71,28
71,34
71,32
72,58
72,48
72,2
73,59
73,2
73,47
74,31
74,0
74,23
75,67
75,28
75,20
76,55
76,4
76,0
77,5
77,7
77,16
78,29
78,48
78,36
79,0
79,13
79,50
80,78
80,28
80,77
81,0
81,14
81,26
82,5
82,75
82,19
83,10
83,7
83,29
84,32
84,43
84,24
85,28
85,12
85,3
86,73
86,48
86,30
87,29
87,10
87,31
88,43
88,27
88,8
89,4
89,9
89,0
90,65
90,20
90,36
91,44
91,0
91,12
92,13
92,81
92,53
93,84
93,9
93,45
94,9
94,5
94,6
95,88
95,36
95,25
96,14
96,4
96,0
97,6
97,1
97,80
98,4
98,5
98,27
99,13
99,6
99,5
100,70
100,19
100,26
101,29
101,75
101,38
102,4
102,29
102,45
103,56
103,61
103,31
104,51
104,6
104,9
105,29
105,65
105,97
106,3
106,59
106,60
107,86
107,95
107,6
108,19
108,80
108,1
109,7
109,56
109,43
110,89
110,74
110,8
111,69
111,53
111,95
112,43
112,40
112,0
113,3
113,96
113,5
114,3
114,43
114,49
115,47
115,33
115,37
116,27
116,53
116,24
117,18
117,35
117,4
118,81
118,88
118,2
119,98
119,28
119,43
120,13
120,2
120,74
121,5
121,96
121,16
122,2
122,12
122,102
123,30
123,35
123,1
124,82
124,96
124,91
125,9
125,97
125,1
126,9
126,55
126,18
127,19
127,31
127,9
128,7
128,16
128,66
129,5
129,117
129,57
130,24
130,14
130,31
131,4
131,14
131,51
132,35
132,117
132,10
133,2
133,1
133,73
134,105
134,73
134,95
135,29
135,10
135,113
136,2
136,56
136,9
137,4
137,43
137,75
138,6
138,10
138,126
139,2
139,123
139,6
140,12
140,1
140,37
141,0
141,40
141,5
142,101
142,2
142,13
143,77
143,114
143,125
144,49
144,4
144,10
145,72
145,33
145,5
146,1
146,134
146,10
147,3
147,56
147,2
148,2
148,56
148,117
149,2
149,43
149,29
150,27
150,77
150,52
151,56
151,4
151,28
152,97
152,78
152,2
153,12
153,8
153,6
154,126
154,46
154,114
155,59
155,10
155,150
156,10
156,9
156,151
157,60
157,69
157,5
158,93
158,5
158,51
159,131
159,31
159,36
160,153
160,11
160,6
161,14
161,134
161,145
162,66
162,14
162,131
163,2
163,10
163,54
164,2
164,28
164,23
165,14
165,48
165,29
166,114
166,10
166,12
167,40
167,120
167,28
168,20
168,2
168,141
169,69
169,6
169,34
170,1
170,16
170,39
171,33
171,29
171,141
172,7
172,42
172,3
173,1
173,3
173,6
174,50
174,2
174,1
175,6
175,16
175,5
176,6
176,30
176,46
177,35
177,56
177,68
178,60
178,50
178,24
179,2
179,150
179,40
180,168
180,43
180,179
181,0
181,134
181,61
182,20
182,132
182,88
183,78
183,55
183,17
184,55
184,45
184,49
185,7
185,6
185,9
186,63
186,43
186,11
187,98
187,6
187,77
188,37
188,72
188,6
189,75
189,4
189,184
190,28
190,73
190,51
191,18
191,2
191,77
192,95
192,89
192,63
193,51
193,4
193,186
194,105
194,6
194,22
195,156
195,114
195,31
196,4
196,123
196,28
197,5
197,43
197,6
198,73
198,171
198,49
199,114
199,22
199,123
200,170
200,48
200,31
201,167
201,33
201,16
202,40
202,182
202,141
203,29
203,147
203,133
204,83
204,162
204,19
205,14
205,4
205,76
206,12
206,4
206,178
207,15
207,5
207,16
208,152
208,41
208,4
209,3
209,9
209,175
210,56
210,28
210,175
211,208
211,206
211,31
212,131
212,96
212,48
213,6
213,53
213,207
214,12
214,69
214,19
215,77
215,66
215,158
216,53
216,14
216,33
217,8
217,9
217,14
218,170
218,171
218,4
219,213
219,13
219,25
220,7
220,32
220,50
221,74
221,10
221,166
222,13
222,47
222,9
223,199
223,51
223,39
224,66
224,6
224,97
225,10
225,89
225,14
226,76
226,19
226,84
227,14
227,5
227,10
228,10
228,177
228,37
229,1
229,14
229,0
230,74
230,126
230,20
231,51
231,96
231,182
232,32
232,34
232,202
233,66
233,210
233,29
234,97
234,111
234,68
235,4
235,77
235,27
236,79
236,18
236,69
237,28
237,95
237,67
238,8
238,126
238,19
239,105
239,5
239,18
240,36
240,10
240,59
241,8
241,54
241,60
242,2
242,3
242,234
243,36
243,205
243,5
244,211
244,10
244,225
245,154
245,34
245,1
246,191
246,175
246,20
247,13
247,53
247,194
248,2
248,48
248,10
249,36
249,104
249,12
250,26
250,5
250,50
251,42
251,161
251,28
252,48
252,202
252,20
253,226
253,30
253,4
254,68
254,31
254,151
255,40
255,1
255,97
256,40
256,14
256,9
257,1
257,14
257,9
258,46
258,15
258,123
259,8
259,53
259,86
260,156
260,134
260,0
261,4
261,70
261,93
262,10
262,33
262,65
263,165
263,138
263,17
264,78
264,124
264,88
265,131
265,195
265,260
266,152
266,43
266,190
267,14
267,266
267,4
268,73
268,80
268,25
269,10
269,5
269,186
270,208
270,119
270,12
271,203
271,25
271,16
272,0
272,72
272,133
273,96
273,49
273,28
274,102
274,1
274,3
275,9
275,143
275,29
276,6
276,170
276,30
277,188
277,43
277,2
278,154
278,199
278,61
279,238
279,177
279,113
280,9
280,126
280,252
281,12
281,105
281,20
282,219
282,31
282,70
283,11
283,145
283,34
284,10
284,1
284,103
285,166
285,281
285,232
286,259
286,116
286,69
287,31
287,64
287,178
288,4
288,205
288,3
289,29
289,16
289,282
290,2
290,147
290,5
291,77
291,231
291,225
